Progression & Acceleration (Grades 4–6),,,,,,,,,
"Advanced progression is permitted in mathematics, science, and social studies when mastery evidence and teacher interaction support readiness. English remains sequential.",,,,,,,,,
,,,,,,,,,
Forge Standard ID,Subject,Domain,Forge Standard,Prerequisite Anchor,Next Anchor,Acceleration Eligible,Readiness Evidence,Approval,Course-Level Rule
FF.G4.ELA.18,English Language Arts,Writing,Write evidence-based opinions,Grade 3 opinion writing,Grade 5 evidence development and counterpoint awareness,No,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,English 4 precedes English 5; no same-year English acceleration.
FF.G4.ELA.19,English Language Arts,Writing,Write informative explanations,Grade 3 informative writing,Grade 5 multi-paragraph explanation with varied evidence,No,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,English 4 precedes English 5; no same-year English acceleration.
FF.G4.ELA.20,English Language Arts,Writing,Craft effective narratives,Grade 3 narrative sequence and detail,"Grade 5 pacing, description, and narrative technique",No,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,English 4 precedes English 5; no same-year English acceleration.
FF.G4.ELA.21,English Language Arts,Writing Process,"Plan, revise, edit, and publish coherent writing",Grade 3 guided writing process,Grade 5 increasing independence and collaboration,No,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,English 4 precedes English 5; no same-year English acceleration.
FF.G4.ELA.22,English Language Arts,Research,"Research, evaluate sources, and use evidence",Grade 3 short research and note-taking,Grade 5 multi-source inquiry and evidence integration,No,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,English 4 precedes English 5; no same-year English acceleration.
FF.G4.ELA.23,English Language Arts,Writing Range,Write routinely for varied purposes and time frames,Grade 3 routine writing,Grade 5 sustained independent writing,No,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,English 4 precedes English 5; no same-year English acceleration.
FF.G4.MATH.01,Mathematics,Operations & Algebraic Thinking,Interpret multiplicative comparison,Grade 3 multiplication meaning,5.OA.A.1–2 numerical expressions,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.02,Mathematics,Operations & Algebraic Thinking,Solve multiplicative comparison problems,3.OA.A.3,5.NBT.B.5–6,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.03,Mathematics,Operations & Algebraic Thinking,Solve multistep whole-number problems,3.OA.D.8,5.OA.A.1–2,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.04,Mathematics,Operations & Algebraic Thinking,"Analyze factors, multiples, primes, and composites",3.OA.C.7,5.NF.B.4,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.05,Mathematics,Operations & Algebraic Thinking,Generate and analyze patterns,3.OA.D.9,5.OA.B.3,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.06,Mathematics,Number & Operations—Base Ten,Reason about place-value relationships,3.NBT.A.1,5.NBT.A.1,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.07,Mathematics,Number & Operations—Base Ten,"Read, write, and compare whole numbers",3.NBT.A.1,5.NBT.A.3,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.08,Mathematics,Number & Operations—Base Ten,Round whole numbers using place value,3.NBT.A.1,5.NBT.A.4,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.09,Mathematics,Number & Operations—Base Ten,Add and subtract fluently,3.NBT.A.2,5.NBT.B.5,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.10,Mathematics,Number & Operations—Base Ten,Multiply multi-digit whole numbers,3.OA.C.7,5.NBT.B.5,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.11,Mathematics,Number & Operations—Base Ten,Divide multi-digit whole numbers,3.OA.B.6,5.NBT.B.6,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.12,Mathematics,Fractions,Generate equivalent fractions,3.NF.A.3,5.NF.A.1,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.13,Mathematics,Fractions,Compare fractions,3.NF.A.3,5.NF.A.1–2,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.14,Mathematics,Fractions,"Compose, decompose, and operate with like-denominator fractions",3.NF.A.1,5.NF.A.1–2,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.15,Mathematics,Fractions,Multiply a fraction by a whole number,3.OA.A.1,5.NF.B.4,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.16,Mathematics,Fractions & Decimals,Relate tenths and hundredths,4.NF.A.1,5.NBT.A.3,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.17,Mathematics,Fractions & Decimals,Represent decimal fractions,4.NF.C.5,5.NBT.A.3,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.18,Mathematics,Fractions & Decimals,Compare decimals to hundredths,4.NF.C.6,5.NBT.A.3,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.19,Mathematics,Measurement & Data,Measure and estimate within systems,3.MD.A.2,5.MD.A.1,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.20,Mathematics,Measurement & Data,Solve measurement problems,3.MD.A.1–2,5.MD.A.1,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.21,Mathematics,Measurement & Data,Apply area and perimeter formulas,3.MD.C.7–8,5.MD.C.3–5,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.22,Mathematics,Measurement & Data,Represent fractional data on line plots,3.MD.B.3–4,5.MD.B.2,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.23,Mathematics,Measurement & Data,Understand angle measurement,3.G.A.1,5.G.B.3–4,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.24,Mathematics,Measurement & Data,Measure and draw angles,4.MD.C.5,5.G.B.3–4,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.25,Mathematics,Measurement & Data,Reason with additive angles,4.MD.C.6,5.G.B.3–4,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.26,Mathematics,Geometry,Draw and identify geometric elements,3.G.A.1,5.G.A.1–2,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.27,Mathematics,Geometry,Classify two-dimensional figures,3.G.A.1,5.G.B.3–4,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.MATH.28,Mathematics,Geometry,Analyze line symmetry,3.G.A.1,5.G.B.3–4,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Math 5) after current-course mastery.
FF.G4.SCI.01,Science,Physical Science—Energy,Relate speed and energy,Grade 3 motion and forces,5.PS1 / advanced Grade 5 science pathway,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.02,Science,Physical Science—Energy,Investigate collision energy,Grade 3 forces investigations,5.PS1 / advanced Grade 5 science pathway,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.03,Science,Physical Science—Energy,Transform stored energy,Grade 3 forces and motion,5-PS1 and engineering applications,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.04,Science,Physical Science—Waves,Model wave properties,Grade 3 patterns,MS-PS4-1 extension after Grade 5 readiness,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.05,Science,Physical Science—Light,Explain color and bending of light,Grade 3 observations of light,MS-PS4-2 extension after Grade 5 readiness,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.06,Science,Physical Science—Information Transfer,Investigate lenses and wave technologies,Grade 3 communication technologies,MS-PS4-3 extension after Grade 5 readiness,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.07,Science,Life Science—Ecosystems,Model matter flow in food webs,Grade 3 organism needs,5.LS2.1 and advanced Grade 5 science pathway,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.08,Science,Life Science—Ecosystems,Explain stable ecosystem roles,Grade 3 habitats and survival,5.LS2.1 and advanced Grade 5 science pathway,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.09,Science,Life Science—Ecosystems,Predict effects of species changes,Grade 3 adaptation and survival,MS-LS2-4 extension after Grade 5 readiness,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.10,Science,Life Science—Environmental Change,Analyze organism responses to change,Grade 3 inheritance and environment,MS-LS2-1/4 extension after Grade 5 readiness,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.11,Science,Life Science—Fossils,Use fossils as evidence of the past,Grade 3 life cycles and variation,5.ESS / advanced Grade 5 science pathway,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.12,Science,Earth Science—Landscapes,Explain landscape change over time,Grade 3 weather and land observations,5.ESS2 and advanced Grade 5 science pathway,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.13,Science,Earth Science—Geologic History,Order rock strata with fossil evidence,Grade 3 fossil evidence,MS-ESS1-4 extension after Grade 5 readiness,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.14,Science,Earth Science—Weathering & Erosion,Investigate weathering and transport,Grade 3 water and land patterns,5.ESS2 and advanced Grade 5 science pathway,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.15,Science,Earth Science—Earth Features,Analyze patterns in Earth features,Grade 3 map and pattern skills,MS-ESS2-2 extension after Grade 5 readiness,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.16,Science,Earth Science—Organisms & Land,Explain how organisms alter regions,Grade 3 organism-environment relationships,5.ESS2.1 and advanced Grade 5 pathway,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.17,Science,Earth Science—Resources,Classify natural resources,Grade 3 human use of resources,5.ESS3 and advanced Grade 5 pathway,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.18,Science,Earth Science—Human Impact,Evaluate effects of human activity,Grade 3 environmental solutions,5.ESS3 and advanced Grade 5 pathway,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.19,Science,Engineering Design,Test and compare design solutions,Grade 3 define/design/test cycle,5.ETS and advanced Grade 5 pathway,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SCI.20,Science,Technology & Society,Evaluate technology improvement,Grade 3 technology-purpose connections,5.ETS and advanced Grade 5 pathway,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (Science 5) after current-course mastery.
FF.G4.SS.01,Social Studies,Social Studies Practices,Gather inquiry sources,Grade 3 inquiry and source gathering,Grade 5 independent source selection,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.02,Social Studies,Social Studies Practices,Critically examine sources,Grade 3 source observation,Grade 5 corroboration and sourcing,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.03,Social Studies,Social Studies Practices,Organize and compare evidence,Grade 3 compare sources,Grade 5 multi-source synthesis,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.04,Social Studies,Social Studies Practices,Communicate evidence-based conclusions,Grade 3 evidence-based communication,Grade 5 sustained historical argument,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.05,Social Studies,Social Studies Practices,Develop historical awareness,Grade 3 chronology and perspectives,Grade 5 historical causation and context,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.06,Social Studies,Social Studies Practices,Develop geographic awareness,Grade 3 map features and human-environment interaction,Grade 5 Tennessee and world geography,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.07,Social Studies,U.S. Before the Civil War,Analyze sectional conflict and enslavement,Grade 3 expansion and industrial change,Grade 5 Tennessee history and geographic context,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.08,Social Studies,Civil War,"Explain causes, strategies, leadership, and turning points",Antebellum conflict competency,Grade 5 Tennessee Civil War connections,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.09,Social Studies,Reconstruction,Evaluate consequences and Reconstruction,Civil War course and outcomes,Grade 5 Tennessee Reconstruction and civics,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.10,Social Studies,Industrialization & Great Plains,"Explain settlement, innovation, industry, and labor",Reconstruction and westward context,Grade 5 Tennessee economic/geographic development,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.11,Social Studies,Gilded Age & Progressive Era,"Analyze immigration, expansion, and reform",Industrialization competency,"Grade 5 civic, economic, and migration connections",Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.12,Social Studies,World War I,"Explain U.S. entry, alliances, impact, and peace debate",Imperialism and global geography,Grade 5 global geography and civic decision-making,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.13,Social Studies,1920s & Economics,"Connect popular culture, scarcity, supply, and demand",Industrialization and World War I,Grade 5 economic reasoning and Tennessee culture,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.14,Social Studies,Great Depression & New Deal,"Analyze causes, impacts, and government response","Scarcity, supply, demand, and 1920s consumer culture",Grade 5 government/economics connections,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.15,Social Studies,World War II,"Analyze regimes, alliances, and U.S. entry",World War I and interwar instability,Grade 5 global geography and government systems,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.16,Social Studies,World War II,Evaluate the home front and Holocaust,World War II governments and U.S. entry,Grade 5 historical memory and civic responsibility,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.17,Social Studies,Postwar United States,Explain postwar consumer and entertainment growth,World War II home front,Grade 5 Tennessee development and geography,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G4.SS.18,Social Studies,Civil Rights Movement,"Analyze people, events, legislation, and effects",Reconstruction rights and citizenship,Grade 5 Tennessee civil rights connections and civics,Yes,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,May replace elective space with next course (History 5) after current-course mastery.
FF.G5.ELA.01,English Language Arts,Foundational Skills,Read fluently for meaning,Grade 4 fluency and self-correction,Grade 6 comprehension of increasingly complex text,No,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,English 5 precedes English 6; no same-year English acceleration.
FF.G5.ELA.02,English Language Arts,Language,Use standard grammar and usage,Grade 4 grammar and sentence conventions,"Grade 6 pronoun case, phrases, clauses, and sentence types",No,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,English 5 precedes English 6; no same-year English acceleration.
FF.G5.ELA.03,English Language Arts,Language,"Apply capitalization, punctuation, and spelling","Grade 4 capitalization, quotations, and compound-sentence punctuation",Grade 6 punctuation for parenthetical elements,No,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,English 5 precedes English 6; no same-year English acceleration.
FF.G5.ELA.04,English Language Arts,Vocabulary,Determine word meaning in context,Grade 4 flexible context and morphology strategies,"Grade 6 context, morphology, reference, and etymology strategies",No,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,English 5 precedes English 6; no same-year English acceleration.
FF.G5.ELA.05,English Language Arts,Vocabulary,Interpret figurative language and word relationships,Grade 4 figurative language and word nuance,"Grade 6 connotation, denotation, and figures of speech",No,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,English 5 precedes English 6; no same-year English acceleration.
FF.G5.ELA.06,English Language Arts,Vocabulary,Acquire academic and domain vocabulary,Grade 4 academic vocabulary,Grade 6 independent vocabulary development,No,Mastery of essential standards demonstrated through multiple evidence types plus teacher interaction,Placement team recommendation; Head of School final decision,English 5 precedes English 6; no same-year English acceleration.
