C1,The course design includes activities that guide learners toward promoting ownership of their learning and self-monitoring.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
C2,The course’s content and learning activities promote the achievement of the stated learning objectives or competencies.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
C3,The course is organized by units and lessons arranged in a logical sequence.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
C4,The course content is appropriate to the reading level of the intended learners.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
C5,The course design includes introductory assignments or activities to engage learners within the first week of the course.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
C6,"The course provides learners with multiple learning paths as appropriate, based on learner needs, that engage learners in a variety of ways.",Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
C7,The course provides regular opportunities for learner-learner interaction.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
C8,"The course design provides opportunities for learner-instructor interaction, including opportunities for regular feedback about learner progress.",Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
C9,"Course instructional materials and resources present content in an effective, engaging, and appropriate manner.",Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
D1,"Learner assessments align with stated course, unit, or lesson-level objectives or competencies.",Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
D2,Valid course assessments measure learner progress toward understanding of content.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
D3,Assessment practices provide frequent and varied opportunities for self-monitoring and reflection of learning.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
D4,Assessment materials provide the learner with the flexibility to demonstrate their understanding in a variety of ways.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
D5,Rubrics that clearly define expectations for varied levels of proficiency are created and shared with learners.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
E1,"Course navigation is logical, consistent, and efficient from the learner’s point of view.",Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
E2,The course design facilitates readability.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
E3,"The course provides accessible course materials and activities to meet the variable needs of learners, following Universal Design for Learning principles.",Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
E4,Multimedia in the course is easy to use.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
E5,Vendor accessibility statements are provided for all technologies required in the course.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + Head of School,Planned—Prelaunch,Head of School
F1,All technologies and tools included for use as part of the course ensure that learner privacy is protected in accordance with the Acceptable Use Policy and applicable law.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + CEO (technology/data as applicable),Planned—Prelaunch,Head of School
F2,The course tools further the learning objectives and course competencies.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + CEO (technology/data as applicable),Planned—Prelaunch,Head of School
F3,The course technology allows for customization and personalization.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + CEO (technology/data as applicable),Planned—Prelaunch,Head of School
F4,The course operates within a platform to score and record assessments and calculate earned course points or grades.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + CEO (technology/data as applicable),Planned—Prelaunch,Head of School
F5,"Courses utilize emerging technologies that can enhance the learning experience, prioritizing learners and outcomes.",Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + CEO (technology/data as applicable),Planned—Prelaunch,Head of School
G1,The course uses multiple methods and sources of input for assessing course effectiveness.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + CEO (technology/data as applicable),Planned—Prelaunch,Head of School
G2,The course is regularly reviewed to ensure that the course is current and relevant.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + CEO (technology/data as applicable),Planned—Prelaunch,Head of School
G3,The course is updated on a continuous improvement cycle for effectiveness based on the findings from ongoing reviews.,Apply during course design and internal review; document objective-content-activity-assessment alignment and learner access.,"Course design template, standards map, accessibility review, assessment plan, course review record",EdTech Curriculum Lead + CEO (technology/data as applicable),Planned—Prelaunch,Head of School
