Forge Standard ID,Grade,Grade Band,Subject,Domain / Strand,Forge Standard,Description,Learning Target — I Can,Essential Question,Priority,Tennessee Standard(s),Common Core,NGSS,NSQ Online Course,TN Alignment,National Alignment,Alignment Rationale,Prerequisite Anchor,Next / Acceleration Anchor,Suggested Evidence / Performance Task,Source Document / Page,Review Status,Final Approver,Crosswalk Links
FF.G4.ELA.11,4,Grades 4–5,English Language Arts,Literature,Integrate representations and compare texts,Connect visual or oral representations to a text and compare treatment of similar themes or topics.,I can compare how a story’s ideas are presented across versions and across related texts.,What changes—and what stays important—when a story is told in another form?,Supporting,4.RL.IKI.7; 4.RL.IKI.9,CCSS.ELA-LITERACY.RL.4.7; CCSS.ELA-LITERACY.RL.4.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Both frameworks ask learners to integrate versions and compare related literary texts.,Grade 3 illustration-text connections and theme comparison,Grade 5 multimedia analysis and genre comparison,Compare a written story with a performance or visual version,"TN ELA PDF pp.36,39; CCSS ELA Grade 4 RL",Draft—Head of School Review,Head of School,10
FF.G4.ELA.12,4,Grades 4–5,English Language Arts,Informational Text,"Explain evidence, main idea, and relationships","Use evidence to explain a text’s main idea, key details, events, procedures, ideas, and concepts.",I can cite details to explain the main idea and relationships among ideas or events in an informational text.,How do readers build an accurate explanation from informational text?,Essential,4.RI.KID.1; 4.RI.KID.2; 4.RI.KID.3,CCSS.ELA-LITERACY.RI.4.1; CCSS.ELA-LITERACY.RI.4.2; CCSS.ELA-LITERACY.RI.4.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"TN and CCSS expectations align for evidence, main idea, summary, and explanatory relationships.",Grade 3 informational evidence and main idea,Grade 5 multiple main ideas and relationships,"Annotated article, evidence chart, and oral explanation",TN ELA PDF pp.29–31; CCSS ELA Grade 4 RI,Draft—Head of School Review,Head of School,12
FF.G4.ELA.13,4,Grades 4–5,English Language Arts,Informational Text,"Analyze informational craft, structure, and accounts","Determine domain word meaning, explain text structure, and compare firsthand and secondhand accounts.","I can explain how vocabulary, structure, and viewpoint shape an informational account.",How does the way information is organized influence what a reader understands?,Essential,4.RI.CS.4; 4.RI.CS.5; 4.RI.CS.6,CCSS.ELA-LITERACY.RI.4.4; CCSS.ELA-LITERACY.RI.4.5; CCSS.ELA-LITERACY.RI.4.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"The standards align on domain vocabulary, common structures, and comparison of accounts.",Grade 3 informational features and viewpoints,Grade 5 multiple accounts and complex structures,Compare two accounts using a structure-and-viewpoint matrix,TN ELA PDF pp.33–35; CCSS ELA Grade 4 RI,Draft—Head of School Review,Head of School,12
FF.G4.ELA.14,4,Grades 4–5,English Language Arts,Informational Text,Integrate visual evidence and multiple sources,"Interpret visual or quantitative information, explain an author’s evidence, and integrate two texts on one topic.","I can combine words, visuals, data, and multiple sources to explain a topic and evaluate support.",How do multiple forms and sources of evidence deepen understanding?,Essential,4.RI.IKI.7; 4.RI.IKI.8; 4.RI.IKI.9,CCSS.ELA-LITERACY.RI.4.7; CCSS.ELA-LITERACY.RI.4.8; CCSS.ELA-LITERACY.RI.4.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Both frameworks require multimodal interpretation, reasoning/evidence analysis, and source integration.",Grade 3 image-text integration and reasons,Grade 5 multi-source synthesis and evidence analysis,Two-source explanatory brief with a chart or diagram,"TN ELA PDF pp.36,38–39; CCSS ELA Grade 4 RI",Draft—Head of School Review,Head of School,12
FF.G4.ELA.15,4,Grades 4–5,English Language Arts,Reading Range,Read and comprehend grade-level literature and information,Independently and proficiently comprehend an appropriate range of Grade 4 literary and informational texts.,I can independently read and understand a range of Grade 4 literary and informational texts.,How do readers choose strategies that sustain comprehension as texts become more complex?,Essential,4.RL.RRTC.10; 4.RI.RRTC.10,CCSS.ELA-LITERACY.RL.4.10; CCSS.ELA-LITERACY.RI.4.10,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Both frameworks establish range, complexity, and independent comprehension expectations.",Grade 3 text complexity and stamina,Grade 5 text complexity and independence,Reading portfolio with conferences across genres,TN ELA PDF p.42; CCSS ELA Grade 4 RL/RI,Draft—Head of School Review,Head of School,10
FF.G4.ELA.16,4,Grades 4–5,English Language Arts,Speaking and Listening,Collaborate and evaluate spoken information,"Prepare for discussions, build on others’ ideas, paraphrase information, and identify a speaker’s reasons and evidence.","I can contribute prepared ideas, paraphrase others, ask useful questions, and evaluate a speaker’s support.",What makes a discussion both productive and respectful?,Essential,4.SL.CC.1; 4.SL.CC.2; 4.SL.CC.3,CCSS.ELA-LITERACY.SL.4.1; CCSS.ELA-LITERACY.SL.4.2; CCSS.ELA-LITERACY.SL.4.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"The standards align on collaborative discourse, paraphrasing, and evaluation of reasons/evidence.",Grade 3 collaborative discussion and questioning,Grade 5 synthesis and discussion leadership,Recorded seminar with self-reflection and evidence notes,TN ELA PDF pp.45–48; CCSS ELA Grade 4 SL,Draft—Head of School Review,Head of School,12
FF.G4.ELA.17,4,Grades 4–5,English Language Arts,Speaking and Listening,Present clearly with appropriate media and register,"Report ideas in a logical sequence, use multimedia purposefully, and adapt speech to context.","I can present information clearly, add media that improves understanding, and use language suited to the situation.","How do presenters make ideas clear, engaging, and appropriate for an audience?",Essential,4.SL.PKI.4; 4.SL.PKI.5; 4.SL.PKI.6,CCSS.ELA-LITERACY.SL.4.4; CCSS.ELA-LITERACY.SL.4.5; CCSS.ELA-LITERACY.SL.4.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"TN and CCSS align for organized presentation, multimedia support, and register.",Grade 3 organized oral reports,Grade 5 evidence-rich presentation and adaptation,Live or recorded presentation with purposeful visual support,TN ELA PDF pp.49–51; CCSS ELA Grade 4 SL,Draft—Head of School Review,Head of School,12
FF.G4.ELA.18,4,Grades 4–5,English Language Arts,Writing,Write evidence-based opinions,"Write a clear opinion supported by logically ordered reasons, facts, linking language, and a conclusion.",I can state an opinion and support it with organized reasons and relevant evidence.,What makes an opinion convincing to a reader?,Essential,4.W.TTP.1,CCSS.ELA-LITERACY.W.4.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Both standards specify claim, reasons, evidence, organization, and closure.",Grade 3 opinion writing,Grade 5 evidence development and counterpoint awareness,Published opinion piece with source-based evidence,TN ELA PDF pp.55–57; CCSS ELA Grade 4 W,Draft—Head of School Review,Head of School,8
FF.G4.ELA.19,4,Grades 4–5,English Language Arts,Writing,Write informative explanations,"Develop a topic with facts, definitions, details, precise language, transitions, formatting, and a conclusion.","I can organize accurate information and explain a topic clearly using facts, details, and domain vocabulary.",How do writers transform information into clear understanding?,Essential,4.W.TTP.2,CCSS.ELA-LITERACY.W.4.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"TN and CCSS align on informative organization, development, language, and closure.",Grade 3 informative writing,Grade 5 multi-paragraph explanation with varied evidence,Multimodal explanatory article with cited sources,TN ELA PDF pp.58–60; CCSS ELA Grade 4 W,Draft—Head of School Review,Head of School,8
FF.G4.ELA.20,4,Grades 4–5,English Language Arts,Writing,Craft effective narratives,"Develop real or imagined experiences using sequence, description, dialogue, transitions, and an effective conclusion.","I can craft a coherent narrative with developed characters, events, details, and a satisfying conclusion.",How do writers make an experience vivid and meaningful?,Essential,4.W.TTP.3,CCSS.ELA-LITERACY.W.4.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Both standards describe narrative technique, sequence, detail, and closure.",Grade 3 narrative sequence and detail,"Grade 5 pacing, description, and narrative technique",Narrative portfolio piece with author’s craft reflection,TN ELA PDF pp.61–62; CCSS ELA Grade 4 W,Draft—Head of School Review,Head of School,8
FF.G4.ELA.21,4,Grades 4–5,English Language Arts,Writing Process,"Plan, revise, edit, and publish coherent writing","Produce writing appropriate to task, purpose, and audience; strengthen it through planning, feedback, revision, editing, and digital production.","I can improve a draft through planning, feedback, revision, editing, and purposeful publishing choices.",How does revision turn a first idea into effective communication?,Essential,4.W.PDW.4; 4.W.PDW.5,CCSS.ELA-LITERACY.W.4.4; CCSS.ELA-LITERACY.W.4.5; CCSS.ELA-LITERACY.W.4.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The frameworks align on coherent production and revision; CCSS explicitly names digital production.,Grade 3 guided writing process,Grade 5 increasing independence and collaboration,Before/after writing samples with revision memo,TN ELA PDF pp.63–64; CCSS ELA Grade 4 W,Draft—Head of School Review,Head of School,11
FF.G4.ELA.22,4,Grades 4–5,English Language Arts,Research,"Research, evaluate sources, and use evidence","Conduct short research, gather and categorize information, take notes, cite sources, and draw evidence from texts.","I can investigate a focused question, organize reliable information, cite sources, and use evidence in my product.",How do researchers turn questions and sources into trustworthy knowledge?,Essential,4.W.RBPK.7; 4.W.RBPK.8; 4.W.RBPK.9,CCSS.ELA-LITERACY.W.4.7; CCSS.ELA-LITERACY.W.4.8; CCSS.ELA-LITERACY.W.4.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"TN and CCSS share research, note-taking, source use, and text-evidence expectations.",Grade 3 short research and note-taking,Grade 5 multi-source inquiry and evidence integration,"Inquiry project with source log, notes, citations, and product",TN ELA PDF pp.66–68; CCSS ELA Grade 4 W,Draft—Head of School Review,Head of School,12
FF.G4.ELA.23,4,Grades 4–5,English Language Arts,Writing Range,Write routinely for varied purposes and time frames,"Build writing fluency through sustained and shorter writing for multiple tasks, purposes, and audiences.",I can write regularly in short and extended time frames for different purposes and audiences.,How does regular writing practice develop a writer’s independence and voice?,Supporting,4.W.RW.10,CCSS.ELA-LITERACY.W.4.10,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Both standards require routine writing across time frames, purposes, and audiences.",Grade 3 routine writing,Grade 5 sustained independent writing,Curated writing portfolio showing range and growth,TN ELA PDF p.69; CCSS ELA Grade 4 W,Draft—Head of School Review,Head of School,8
FF.G5.ELA.01,5,Grades 4–5,English Language Arts,Foundational Skills,Read fluently for meaning,"Read Grade 5 text accurately, at an appropriate rate, and with expression that supports comprehension.","I can read Grade 5 text accurately, at an appropriate rate, and with expression that supports comprehension.","How does read fluently for meaning help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.FL.F.5,CCSS.ELA-LITERACY.RF.5.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for read fluently for meaning.,Grade 4 fluency and self-correction,Grade 6 comprehension of increasingly complex text,"Recorded reading with accuracy, rate, expression, and comprehension evidence",TN ELA PDF p.13; CCSS ELA Grade 5 RF,Draft—Head of School Review,Head of School,8
FF.G5.ELA.02,5,Grades 4–5,English Language Arts,Language,Use standard grammar and usage,"Use conjunctions, prepositions, interjections, perfect verb tenses, consistent verb tense, and correlative conjunctions in speaking and writing.","I can use conjunctions, prepositions, interjections, perfect verb tenses, consistent verb tense, and correlative conjunctions in speaking and writing.","How does use standard grammar and usage help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.FL.SC.6,CCSS.ELA-LITERACY.L.5.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for use standard grammar and usage.,Grade 4 grammar and sentence conventions,"Grade 6 pronoun case, phrases, clauses, and sentence types",Edit an authentic draft and explain grammar revisions,TN ELA PDF p.14; CCSS ELA Grade 5 L,Draft—Head of School Review,Head of School,8
FF.G5.ELA.03,5,Grades 4–5,English Language Arts,Language,"Apply capitalization, punctuation, and spelling","Use grade-appropriate punctuation for series, introductory elements, direct address, and titles, and spell accurately in finished work.","I can use grade-appropriate punctuation for series, introductory elements, direct address, and titles, and spell accurately in finished work.","How does apply capitalization, punctuation, and spelling help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.FL.SC.6,CCSS.ELA-LITERACY.L.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Tennessee and Common Core Grade 5 expectations are directly aligned for apply capitalization, punctuation, and spelling.","Grade 4 capitalization, quotations, and compound-sentence punctuation",Grade 6 punctuation for parenthetical elements,Publish a revised multi-paragraph piece with an annotated editing checklist,TN ELA PDF p.14; CCSS ELA Grade 5 L,Draft—Head of School Review,Head of School,8
FF.G5.ELA.04,5,Grades 4–5,English Language Arts,Vocabulary,Determine word meaning in context,"Use context, Greek and Latin roots and affixes, and print or digital references to determine precise word meanings.","I can use context, Greek and Latin roots and affixes, and print or digital references to determine precise word meanings.","How does determine word meaning in context help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.FL.VA.7a,CCSS.ELA-LITERACY.L.5.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for determine word meaning in context.,Grade 4 flexible context and morphology strategies,"Grade 6 context, morphology, reference, and etymology strategies",Vocabulary think-aloud using three different strategies,TN ELA PDF p.16; CCSS ELA Grade 5 L,Draft—Head of School Review,Head of School,8
FF.G5.ELA.05,5,Grades 4–5,English Language Arts,Vocabulary,Interpret figurative language and word relationships,"Interpret similes, metaphors, idioms, proverbs, word relationships, and nuances in meaning.","I can interpret similes, metaphors, idioms, proverbs, word relationships, and nuances in meaning.","How does interpret figurative language and word relationships help a reader, writer, speaker, or researcher communicate meaning?",Supporting,5.FL.VA.7b,CCSS.ELA-LITERACY.L.5.5,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for interpret figurative language and word relationships.,Grade 4 figurative language and word nuance,"Grade 6 connotation, denotation, and figures of speech",Create and explain a figurative-language mini anthology,TN ELA PDF p.16; CCSS ELA Grade 5 L,Draft—Head of School Review,Head of School,8
FF.G5.ELA.06,5,Grades 4–5,English Language Arts,Vocabulary,Acquire academic and domain vocabulary,"Use Grade 5 academic and domain-specific vocabulary accurately, including words that signal logical relationships.","I can use Grade 5 academic and domain-specific vocabulary accurately, including words that signal logical relationships.","How does acquire academic and domain vocabulary help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.FL.VA.7c,CCSS.ELA-LITERACY.L.5.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for acquire academic and domain vocabulary.,Grade 4 academic vocabulary,Grade 6 independent vocabulary development,Use a curated word bank accurately in an explanatory product,TN ELA PDF p.16; CCSS ELA Grade 5 L,Draft—Head of School Review,Head of School,8
FF.G5.ELA.07,5,Grades 4–5,English Language Arts,Literature,Quote accurately and make inferences,Quote accurately from literary text to explain explicit meaning and support inferences.,I can quote accurately from literary text to explain explicit meaning and support inferences.,"How does quote accurately and make inferences help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.RL.KID.1,CCSS.ELA-LITERACY.RL.5.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for quote accurately and make inferences.,"Grade 4 details, examples, and inferences",Grade 6 cited textual evidence and inference,Evidence-based response plus teacher conference,TN ELA PDF p.29; CCSS ELA Grade 5 RL,Draft—Head of School Review,Head of School,8
FF.G5.ELA.08,5,Grades 4–5,English Language Arts,Literature,Determine theme and summarize,"Determine a theme from details, including how characters respond to challenges, and summarize objectively.","I can determine a theme from details, including how characters respond to challenges, and summarize objectively.","How does determine theme and summarize help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.RL.KID.2,CCSS.ELA-LITERACY.RL.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for determine theme and summarize.,Grade 4 theme and summary,Grade 6 theme development across a text,Theme evidence map and objective summary,TN ELA PDF p.30; CCSS ELA Grade 5 RL,Draft—Head of School Review,Head of School,8
FF.G5.ELA.09,5,Grades 4–5,English Language Arts,Literature,Compare story elements,"Compare and contrast two or more characters, settings, or events using specific details.","I can compare and contrast two or more characters, settings, or events using specific details.","How does compare story elements help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.RL.KID.3,CCSS.ELA-LITERACY.RL.5.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for compare story elements.,Grade 4 in-depth description of story elements,Grade 6 plot development and character response,"Comparative character, setting, or event analysis",TN ELA PDF p.31; CCSS ELA Grade 5 RL,Draft—Head of School Review,Head of School,8
FF.G5.ELA.10,5,Grades 4–5,English Language Arts,Literature,"Analyze literary craft, structure, and viewpoint","Interpret figurative language, explain how chapters, scenes, or stanzas shape structure, and describe how narrator or speaker perspective affects events.","I can interpret figurative language, explain how chapters, scenes, or stanzas shape structure, and describe how narrator or speaker perspective affects events.","How does analyze literary craft, structure, and viewpoint help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.RL.CS.4; 5.RL.CS.5; 5.RL.CS.6,CCSS.ELA-LITERACY.RL.5.4; CCSS.ELA-LITERACY.RL.5.5; CCSS.ELA-LITERACY.RL.5.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Tennessee and Common Core Grade 5 expectations are directly aligned for analyze literary craft, structure, and viewpoint.","Grade 4 literary word choice, structure, and viewpoint","Grade 6 connotation, structural contribution, and point-of-view development",Comparative craft commentary on two short texts,TN ELA PDF pp.33–35; CCSS ELA Grade 5 RL,Draft—Head of School Review,Head of School,12
FF.G5.ELA.11,5,Grades 4–5,English Language Arts,Literature,Integrate representations and compare texts,Analyze how visual or multimedia elements contribute to meaning and compare stories in the same genre.,I can analyze how visual or multimedia elements contribute to meaning and compare stories in the same genre.,"How does integrate representations and compare texts help a reader, writer, speaker, or researcher communicate meaning?",Supporting,5.RL.IKI.7; 5.RL.IKI.9,CCSS.ELA-LITERACY.RL.5.7; CCSS.ELA-LITERACY.RL.5.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for integrate representations and compare texts.,Grade 4 representation and theme comparison,"Grade 6 comparison across written, audio, video, live, and genre forms",Compare a literary text with a multimedia version and a same-genre text,"TN ELA PDF pp.36, 39; CCSS ELA Grade 5 RL",Draft—Head of School Review,Head of School,10
FF.G5.ELA.12,5,Grades 4–5,English Language Arts,Informational Text,"Explain evidence, central ideas, and relationships","Quote accurately, identify two or more central ideas, summarize, and explain relationships among people, events, ideas, or concepts.","I can quote accurately, identify two or more central ideas, summarize, and explain relationships among people, events, ideas, or concepts.","How does explain evidence, central ideas, and relationships help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.RI.KID.1; 5.RI.KID.2; 5.RI.KID.3,CCSS.ELA-LITERACY.RI.5.1; CCSS.ELA-LITERACY.RI.5.2; CCSS.ELA-LITERACY.RI.5.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Tennessee and Common Core Grade 5 expectations are directly aligned for explain evidence, central ideas, and relationships.","Grade 4 evidence, main idea, and relationships","Grade 6 cited evidence, central idea development, and detailed analysis","Annotated article, evidence chart, and oral explanation",TN ELA PDF pp.29–31; CCSS ELA Grade 5 RI,Draft—Head of School Review,Head of School,12
FF.G5.ELA.13,5,Grades 4–5,English Language Arts,Informational Text,"Analyze informational craft, structure, and accounts","Determine technical and domain word meanings, compare organizational structures, and analyze similarities and differences in accounts.","I can determine technical and domain word meanings, compare organizational structures, and analyze similarities and differences in accounts.","How does analyze informational craft, structure, and accounts help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.RI.CS.4; 5.RI.CS.5; 5.RI.CS.6,CCSS.ELA-LITERACY.RI.5.4; CCSS.ELA-LITERACY.RI.5.5; CCSS.ELA-LITERACY.RI.5.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Tennessee and Common Core Grade 5 expectations are directly aligned for analyze informational craft, structure, and accounts.","Grade 4 domain language, text structure, and accounts","Grade 6 word choice, structural contribution, and author purpose",Compare two accounts using a structure-and-viewpoint matrix,TN ELA PDF pp.33–35; CCSS ELA Grade 5 RI,Draft—Head of School Review,Head of School,12
FF.G5.ELA.14,5,Grades 4–5,English Language Arts,Informational Text,Integrate evidence across formats and sources,"Locate information efficiently, explain how reasons and evidence support points, and integrate information from several texts.","I can locate information efficiently, explain how reasons and evidence support points, and integrate information from several texts.","How does integrate evidence across formats and sources help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.RI.IKI.7; 5.RI.IKI.8; 5.RI.IKI.9,CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.RI.5.8; CCSS.ELA-LITERACY.RI.5.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for integrate evidence across formats and sources.,Grade 4 visual evidence and two-source integration,"Grade 6 multimedia integration, argument evaluation, and source comparison",Multi-source explanatory brief with a chart or diagram,"TN ELA PDF pp.36, 38–39; CCSS ELA Grade 5 RI",Draft—Head of School Review,Head of School,12
