Forge Standard ID,Grade,Grade Band,Subject,Domain / Strand,Forge Standard,Description,Learning Target — I Can,Essential Question,Priority,Tennessee Standard(s),Common Core,NGSS,NSQ Online Course,TN Alignment,National Alignment,Alignment Rationale,Prerequisite Anchor,Next / Acceleration Anchor,Suggested Evidence / Performance Task,Source Document / Page,Review Status,Final Approver,Crosswalk Links
FF.G4.SS.11,4,Grades 4–5,Social Studies,Gilded Age & Progressive Era,"Analyze immigration, expansion, and reform","Examine immigration experiences, the Spanish-American War, and Progressive reform goals and achievements.","I can compare how immigration, overseas expansion, and reform changed the United States.",How did Americans respond to the opportunities and problems of a changing nation?,Essential,4.25; 4.26; 4.27,CCSS.ELA-LITERACY.RI.4.6; CCSS.ELA-LITERACY.RI.4.9; CCSS.ELA-LITERACY.W.4.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Industrialization competency,"Grade 5 civic, economic, and migration connections",Reform-era inquiry with multiple perspectives,TN Social Studies 2024 PDF pp.61–62,Draft—Head of School Review,Head of School,12
FF.G4.SS.12,4,Grades 4–5,Social Studies,World War I,"Explain U.S. entry, alliances, impact, and peace debate","Summarize causes of U.S. entry, map alliances, describe U.S. impact, and analyze Treaty of Versailles and League of Nations debates.",I can explain why the United States entered World War I and evaluate its role in war and peace.,How did World War I change the United States’ role in world affairs?,Essential,4.28; 4.29; 4.30; 4.31,CCSS.ELA-LITERACY.RI.4.3; CCSS.ELA-LITERACY.RI.4.7; CCSS.ELA-LITERACY.W.4.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Imperialism and global geography,Grade 5 global geography and civic decision-making,Alliance map and Senate debate simulation,TN Social Studies 2024 PDF p.63,Draft—Head of School Review,Head of School,13
FF.G4.SS.13,4,Grades 4–5,Social Studies,1920s & Economics,"Connect popular culture, scarcity, supply, and demand","Examine growth of popular culture and explain how scarcity, supply, and demand affect prices.","I can explain how new culture, consumer goods, scarcity, supply, and demand shaped life in the 1920s.",How do culture and economic choices influence one another?,Essential,4.32; 4.33,CCSS.ELA-LITERACY.RI.4.3; CCSS.ELA-LITERACY.RI.4.7,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Industrialization and World War I,Grade 5 economic reasoning and Tennessee culture,1920s consumer-culture exhibit with price model,TN Social Studies 2024 PDF pp.63–64,Draft—Head of School Review,Head of School,10
FF.G4.SS.14,4,Grades 4–5,Social Studies,Great Depression & New Deal,"Analyze causes, impacts, and government response",Identify causes and human impacts of the Great Depression and evaluate major New Deal programs.,I can explain causes and impacts of the Great Depression and evaluate how New Deal policies responded.,What responsibilities should government assume during an economic crisis?,Essential,4.34; 4.35,CCSS.ELA-LITERACY.RI.4.1; CCSS.ELA-LITERACY.RI.4.9; CCSS.ELA-LITERACY.W.4.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.","Scarcity, supply, demand, and 1920s consumer culture",Grade 5 government/economics connections,New Deal policy recommendation supported by evidence,TN Social Studies 2024 PDF p.64,Draft—Head of School Review,Head of School,11
FF.G4.SS.15,4,Grades 4–5,Social Studies,World War II,"Analyze regimes, alliances, and U.S. entry","Explain German and Japanese government goals, map Axis and Allied powers, and evaluate Pearl Harbor’s significance.","I can explain how governments, alliances, geography, and Pearl Harbor shaped U.S. entry into World War II.",How do government goals and alliances turn conflict into world war?,Essential,4.36; 4.37; 4.38,CCSS.ELA-LITERACY.RI.4.3; CCSS.ELA-LITERACY.RI.4.7,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",World War I and interwar instability,Grade 5 global geography and government systems,Geopolitical map briefing,TN Social Studies 2024 PDF p.65,Draft—Head of School Review,Head of School,11
FF.G4.SS.16,4,Grades 4–5,Social Studies,World War II,Evaluate the home front and Holocaust,"Explain propaganda, rationing, victory gardens, and the significance and consequences of the Holocaust.",I can evaluate how World War II affected people at home and explain the historical significance of the Holocaust.,How should societies respond when war threatens human rights and democratic values?,Essential,4.39; 4.40,CCSS.ELA-LITERACY.RI.4.1; CCSS.ELA-LITERACY.RI.4.6; CCSS.ELA-LITERACY.W.4.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",World War II governments and U.S. entry,Grade 5 historical memory and civic responsibility,Curated home-front and human-rights exhibit,TN Social Studies 2024 PDF p.65,Draft—Head of School Review,Head of School,11
FF.G4.SS.17,4,Grades 4–5,Social Studies,Postwar United States,Explain postwar consumer and entertainment growth,"Examine suburbs, automobiles, highways, television, radio, and movies as features of postwar change.","I can explain how transportation, housing, consumer goods, and media changed U.S. life after World War II.",How did postwar growth reshape where and how Americans lived?,Essential,4.41,CCSS.ELA-LITERACY.RI.4.3; CCSS.ELA-LITERACY.RI.4.7,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",World War II home front,Grade 5 Tennessee development and geography,Postwar community change map/story,TN Social Studies 2024 PDF p.66,Draft—Head of School Review,Head of School,9
FF.G4.SS.18,4,Grades 4–5,Social Studies,Civil Rights Movement,"Analyze people, events, legislation, and effects",Analyze major people and events of the Civil Rights Movement and explain the effects of landmark civil and voting rights laws.,"I can use evidence to explain how people, protest, court decisions, and laws advanced civil rights.",How can individuals and institutions create lasting social change?,Essential,4.42; 4.43,CCSS.ELA-LITERACY.RI.4.1; CCSS.ELA-LITERACY.RI.4.9; CCSS.ELA-LITERACY.W.4.1; CCSS.ELA-LITERACY.SL.4.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Reconstruction rights and citizenship,Grade 5 Tennessee civil rights connections and civics,Civil Rights Movement evidence-based exhibition,TN Social Studies 2024 PDF p.66,Draft—Head of School Review,Head of School,12
FF.G5.SS.01,5,Grades 4–5,Social Studies,Social Studies Practices,Gather inquiry sources,"Gather relevant information from varied primary and secondary sources, including print, artifacts, graphics, media, technology, and oral history.","I can gather relevant information from varied primary and secondary sources, including print, artifacts, graphics, media, technology, and oral history.","How does gather inquiry sources deepen understanding of people, place, and change over time?",Essential,SSP.01,CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.7,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 inquiry and source gathering,Grade 6 independent source selection and corroboration,Inquiry source set with relevance and provenance notes,TN Social Studies 2024 PDF pp.68–69,Draft—Head of School Review,Head of School,9
FF.G5.SS.02,5,Grades 4–5,Social Studies,Social Studies Practices,Critically examine sources,"Summarize, distinguish fact from opinion, infer, and evaluate purpose, viewpoint, and reliability.","I can summarize, distinguish fact from opinion, infer, and evaluate purpose, viewpoint, and reliability.","How does critically examine sources deepen understanding of people, place, and change over time?",Essential,SSP.02,CCSS.ELA-LITERACY.RI.5.1; CCSS.ELA-LITERACY.RI.5.6; CCSS.ELA-LITERACY.RI.5.8,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 source analysis,"Grade 6 bias, validity, and argument analysis",Annotated primary- and secondary-source analysis,TN Social Studies 2024 PDF pp.68–69,Draft—Head of School Review,Head of School,10
FF.G5.SS.03,5,Grades 4–5,Social Studies,Social Studies Practices,Synthesize and compare evidence,"Organize data, compare accounts, recognize differences, and generate further questions.","I can organize data, compare accounts, recognize differences, and generate further questions.","How does synthesize and compare evidence deepen understanding of people, place, and change over time?",Essential,SSP.03,CCSS.ELA-LITERACY.RI.5.9; CCSS.ELA-LITERACY.W.5.8,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 comparison of evidence,Grade 6 multi-source validity and synthesis,Source comparison matrix and next-question memo,TN Social Studies 2024 PDF pp.68–69,Draft—Head of School Review,Head of School,9
FF.G5.SS.04,5,Grades 4–5,Social Studies,Social Studies Practices,Communicate evidence-based arguments,"Defend ideas with evidence, compare viewpoints, explain cause and effect, predict outcomes, devise solutions, and practice civil discourse.","I can defend ideas with evidence, compare viewpoints, explain cause and effect, predict outcomes, devise solutions, and practice civil discourse.","How does communicate evidence-based arguments deepen understanding of people, place, and change over time?",Essential,SSP.04,CCSS.ELA-LITERACY.W.5.1; CCSS.ELA-LITERACY.SL.5.1; CCSS.ELA-LITERACY.SL.5.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 evidence-based communication,Grade 6 sustained historical argument,Civic seminar or evidence-based presentation,TN Social Studies 2024 PDF pp.68–69,Draft—Head of School Review,Head of School,10
FF.G5.SS.05,5,Grades 4–5,Social Studies,Social Studies Practices,Develop historical awareness,"Explain changing historical accounts, consider experiences in context, and identify continuity and change over time.","I can explain changing historical accounts, consider experiences in context, and identify continuity and change over time.","How does develop historical awareness deepen understanding of people, place, and change over time?",Essential,SSP.05,CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.RI.5.6; CCSS.ELA-LITERACY.RI.5.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 chronology and historical context,"Grade 6 context, empathy, and historiography",Then-and-now analysis with contextualized evidence,TN Social Studies 2024 PDF pp.68–69,Draft—Head of School Review,Head of School,10
FF.G5.SS.06,5,Grades 4–5,Social Studies,Social Studies Practices,Develop geographic awareness,"Use varied maps to analyze relationships among people, resources, places, regions, and the physical environment.","I can use varied maps to analyze relationships among people, resources, places, regions, and the physical environment.","How does develop geographic awareness deepen understanding of people, place, and change over time?",Essential,SSP.06,CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 map use and human-environment relationships,Grade 6 spatial patterns and diffusion across scales,"Geographic inquiry using maps, data, and explanatory writing",TN Social Studies 2024 PDF pp.68–69,Draft—Head of School Review,Head of School,9
FF.G5.SS.07,5,Grades 4–5,Social Studies,Tennessee Prior to Statehood,Explain Tennessee’s name and Indigenous cultures,Explain theories about the name Tennessee and use archaeological and historical evidence to compare Indigenous cultures and nations in the region.,I can explain theories about the name Tennessee and use archaeological and historical evidence to compare Indigenous cultures and nations in the region.,"How does explain tennessee’s name and indigenous cultures deepen understanding of people, place, and change over time?",Essential,5.01; 5.02; 5.03,CCSS.ELA-LITERACY.RI.5.1; CCSS.ELA-LITERACY.RI.5.6; CCSS.ELA-LITERACY.RI.5.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 U.S. history and source analysis,"Tennessee settlement, migration, and statehood",Museum-style evidence panel on Tennessee’s name and Indigenous cultures,TN Social Studies 2024 PDF p.70,Draft—Head of School Review,Head of School,12
FF.G5.SS.08,5,Grades 4–5,Social Studies,Tennessee Prior to Statehood,"Analyze exploration, migration, and early settlement","Explain how long hunters, routes, settlements, leaders, conflict, and diverse frontier experiences shaped migration and settlement in Tennessee.","I can explain how long hunters, routes, settlements, leaders, conflict, and diverse frontier experiences shaped migration and settlement in Tennessee.","How does analyze exploration, migration, and early settlement deepen understanding of people, place, and change over time?",Essential,5.04; 5.05; 5.06; 5.07; 5.08; 5.09,CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Tennessee Indigenous cultures and regional geography,Tennessee statehood and early government,Annotated migration map and multi-perspective frontier account,TN Social Studies 2024 PDF p.70,Draft—Head of School Review,Head of School,15
FF.G5.SS.09,5,Grades 4–5,Social Studies,Statehood & Early History,Trace Tennessee statehood and territorial growth,"Sequence Tennessee’s path from the State of Franklin and Southwest Territory to statehood and explain early leadership, capital, and boundary growth.","I can sequence Tennessee’s path from the State of Franklin and Southwest Territory to statehood and explain early leadership, capital, and boundary growth.","How does trace tennessee statehood and territorial growth deepen understanding of people, place, and change over time?",Essential,5.10; 5.11; 5.13,CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Early Tennessee settlements and compacts,Tennessee’s role in national expansion and conflict,Statehood timeline and territorial map briefing,TN Social Studies 2024 PDF p.71,Draft—Head of School Review,Head of School,12
FF.G5.SS.10,5,Grades 4–5,Social Studies,Statehood & Early History,"Evaluate Tennessee leaders, war, and Indigenous removal",Explain Tennessee’s role in the War of 1812 and evaluate how Andrew Jackson’s presidency and other influential Tennesseans affected peoples and the nation.,I can explain Tennessee’s role in the War of 1812 and evaluate how Andrew Jackson’s presidency and other influential Tennesseans affected peoples and the nation.,"How does evaluate tennessee leaders, war, and indigenous removal deepen understanding of people, place, and change over time?",Essential,5.12; 5.14; 5.15,CCSS.ELA-LITERACY.RI.5.1; CCSS.ELA-LITERACY.RI.5.6; CCSS.ELA-LITERACY.W.5.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Tennessee statehood and early leadership,Sectional conflict and the Civil War in Tennessee,Evidence-based historical judgment using multiple perspectives,TN Social Studies 2024 PDF p.71,Draft—Head of School Review,Head of School,12
FF.G5.SS.11,5,Grades 4–5,Social Studies,Tennessee During the Civil War Era,Analyze sectional differences and Civil War events,Analyze how enslavement and regional differences influenced Tennessee’s secession and explain the significance of major battles and the Medal of Honor.,I can analyze how enslavement and regional differences influenced Tennessee’s secession and explain the significance of major battles and the Medal of Honor.,"How does analyze sectional differences and civil war events deepen understanding of people, place, and change over time?",Essential,5.16; 5.17; 5.18,CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Antebellum Tennessee and national expansion,Reconstruction politics and civil rights,Civil War campaign map and cause-and-effect analysis,TN Social Studies 2024 PDF p.72,Draft—Head of School Review,Head of School,12
FF.G5.SS.12,5,Grades 4–5,Social Studies,Reconstruction in Tennessee,Evaluate Reconstruction government and education,"Explain how the 1870 Tennessee Constitution, convict leasing, the Coal Creek War, and educational efforts shaped life after the Civil War.","I can explain how the 1870 Tennessee Constitution, convict leasing, the Coal Creek War, and educational efforts shaped life after the Civil War.","How does evaluate reconstruction government and education deepen understanding of people, place, and change over time?",Essential,5.19; 5.20; 5.21,CCSS.ELA-LITERACY.RI.5.1; CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Civil War consequences in Tennessee,"Jim Crow, disfranchisement, and civil rights",Reconstruction policy analysis supported by primary sources,TN Social Studies 2024 PDF p.72,Draft—Head of School Review,Head of School,12
FF.G5.SS.13,5,Grades 4–5,Social Studies,Reconstruction in Tennessee,Analyze oppression after Reconstruction,"Explain how vigilante action, Black Codes, Jim Crow laws, and the end of Reconstruction affected African American Tennesseans.","I can explain how vigilante action, Black Codes, Jim Crow laws, and the end of Reconstruction affected African American Tennesseans.","How does analyze oppression after reconstruction deepen understanding of people, place, and change over time?",Essential,5.22; 5.23,CCSS.ELA-LITERACY.RI.5.1; CCSS.ELA-LITERACY.RI.5.6; CCSS.ELA-LITERACY.W.5.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Reconstruction government and education,Tennessee’s Civil Rights Movement,Human-rights evidence exhibit with contextual analysis,TN Social Studies 2024 PDF pp.72–73,Draft—Head of School Review,Head of School,11
FF.G5.SS.14,5,Grades 4–5,Social Studies,Tennessee in the 20th Century,"Explain suffrage, economic recovery, and wartime contributions","Explain Tennessee’s role in women’s suffrage, the TVA and CCC, and Tennessee’s contributions during the world wars.","I can explain Tennessee’s role in women’s suffrage, the TVA and CCC, and Tennessee’s contributions during the world wars.","How does explain suffrage, economic recovery, and wartime contributions deepen understanding of people, place, and change over time?",Essential,5.24; 5.25; 5.26,CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.","Grade 4 Progressive Era, Great Depression, and world wars","Tennessee civil rights, culture, and modern economy",Tennessee 20th-century turning-points documentary storyboard,TN Social Studies 2024 PDF p.74,Draft—Head of School Review,Head of School,12
FF.G5.SS.15,5,Grades 4–5,Social Studies,Tennessee in the 20th Century,Analyze civil rights and cultural influence,Explain Tennessee’s contributions to the Civil Rights Movement and analyze the state’s music industry and influential modern Tennesseans.,I can explain Tennessee’s contributions to the Civil Rights Movement and analyze the state’s music industry and influential modern Tennesseans.,"How does analyze civil rights and cultural influence deepen understanding of people, place, and change over time?",Essential,5.27; 5.28; 5.29,CCSS.ELA-LITERACY.RI.5.1; CCSS.ELA-LITERACY.RI.5.9; CCSS.ELA-LITERACY.SL.5.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 national Civil Rights Movement,Modern Tennessee society and civic participation,Curated Tennessee civil-rights and culture exhibition,TN Social Studies 2024 PDF p.74,Draft—Head of School Review,Head of School,12
